pmcid,journal,year,title,has_xml,fetch_ok
PMC7043065,Cell Reports,2020,CCL2 and CXCL12 Derived from Mesenchymal Stromal Cells Cooperatively Polarize IL-10+ Tissue Macrophages to Mitigate Gut Injury.,False,False
PMC7050212,Cell Reports,2020,Regulation of Nucleotide Metabolism and Germline Proliferation in Response to Nucleotide Imbalance and Genotoxic Stresses by EndoU Nuclease.,True,True
PMC7039342,Cell Reports,2020,A Requirement for Argonaute 4 in Mammalian Antiviral Defense.,False,False
PMC7003064,Cell Reports,2020,Inverse Data-Driven Modeling and Multiomics Analysis Reveals Phgdh as a Metabolic Checkpoint of Macrophage Polarization and Proliferation.,True,True
PMC7003065,Cell Reports,2020,DNA ADP-Ribosylation Stalls Replication and Is Reversed by RecF-Mediated Homologous Recombination and Nucleotide Excision Repair.,True,True
PMC7313374,Cell Reports,2020,Multiplatform Molecular Profiling Reveals Epigenomic Intratumor Heterogeneity in Ependymoma.,False,False
PMC7043024,Cell Reports,2020,Mechanism of Crosstalk between the LSD1 Demethylase and HDAC1 Deacetylase in the CoREST Complex.,True,True
PMC7034058,Cell Reports,2020,Propionic Acid Promotes the Virulent Phenotype of Crohn's Disease-Associated Adherent-Invasive Escherichia coli.,True,True
PMC7179253,Cell Reports,2020,Toll-like Receptor 2 Facilitates Oxidative Damage-Induced Retinal Degeneration.,True,True
PMC7016505,Cell Reports,2020,Transcriptional Signatures of Tau and Amyloid Neuropathology.,True,True
PMC7016506,Cell Reports,2020,Plasmodium Condensin Core Subunits SMC2/SMC4 Mediate Atypical Mitosis and Are Essential for Parasite Proliferation and Transmission.,True,True
PMC7039685,Cell Reports,2020,Dynamic Imaging of LDH Inhibition in Tumors Reveals Rapid In Vivo Metabolic Rewiring and Vulnerability to Combination Therapy.,True,True
PMC7013379,Cell Reports,2020,Partial Inhibition of RNA Polymerase I Promotes Animal Health and Longevity.,True,True
PMC7003063,Cell Reports,2020,Dynamics of the Coreceptor-LCK Interactions during T Cell Development Shape the Self-Reactivity of Peripheral CD4 and CD8 T Cells.,True,True
PMC7597369,Cell Reports,2020,Dynamic Assembly and Disassembly of the Human DNA Polymerase δ Holoenzyme on the Genome In Vivo.,False,False
PMC7384867,Cell Reports,2020,TIFAB Regulates USP15-Mediated p53 Signaling during Stressed and Malignant Hematopoiesis.,True,True
PMC9497450,Cell Reports,2020,Dense Transposon Integration Reveals Essential Cleavage and Polyadenylation Factors Promote Heterochromatin Formation.,True,True
PMC7138525,Cell Reports,2020,Structural Insights into Rational Design of Single-Domain Antibody-Based Antitoxins against Botulinum Neurotoxins.,True,True
PMC7077502,Cell Reports,2020,Rocaglates Induce Gain-of-Function Alterations to eIF4A and eIF4F.,True,True
PMC7052273,Cell Reports,2020,Nef-Mediated CD3-TCR Downmodulation Dampens Acute Inflammation and Promotes SIV Immune Evasion.,True,True
PMC7050206,Cell Reports,2020,High-Throughput Drug Screening Identifies a Potent Wnt Inhibitor that Promotes Airway Basal Stem Cell Homeostasis.,True,True
PMC7063787,Cell Reports,2020,Blunted Vagal Cocaine- and Amphetamine-Regulated Transcript Promotes Hyperphagia and Weight Gain.,True,True
PMC7003066,Cell Reports,2020,Bookmarking by Non-pioneer Transcription Factors during Liver Development Establishes Competence for Future Gene Activation.,True,True
PMC7061728,Cell Reports,2020,Dissecting the Regulatory Strategies of NF-κB RelA Target Genes in the Inflammatory Response Reveals Differential Transactivation Logics.,True,True
PMC7061269,Cell Reports,2020,Adaptive Evolution Targets a piRNA Precursor Transcription Network.,True,True
PMC7981274,Cell Reports,2020,Type I Interferons Suppress Anti-parasitic Immunity and Can Be Targeted to Improve Treatment of Visceral Leishmaniasis.,True,True
PMC7050277,Cell Reports,2020,Distinct Dorsal and Ventral Hippocampal CA3 Outputs Govern Contextual Fear Discrimination.,False,False
PMC7045305,Cell Reports,2020,Opposing Regulation of Cocaine Seeking by Glutamate and GABA Neurons in the Ventral Pallidum.,False,False
PMC11062563,Cell Reports,2020,Transcriptional Correlates of Tolerance and Lethality in Mice Predict Ebola Virus Disease Patient Outcomes.,False,False
PMC7901645,Cell Reports,2020,"Single-Cell Transcriptomic Comparison of Human Fetal Retina, hPSC-Derived Retinal Organoids, and Long-Term Retinal Cultures.",True,True
PMC7243677,Cell Reports,2020,Neonatal Rhesus Macaques Have Distinct Immune Cell Transcriptional Profiles following HIV Envelope Immunization.,False,False
PMC7063678,Cell Reports,2020,A Positive Feedback Loop of TET3 and TGF-β1 Promotes Liver Fibrosis.,False,False
PMC6996021,Cell Reports,2020,Protein Turnover in Epithelial Cells and Mucus along the Gastrointestinal Tract Is Coordinated by the Spatial Location and Microbiota.,True,True
PMC7293422,Cell Reports,2020,Integrin αvβ5 Internalizes Zika Virus during Neural Stem Cells Infection and Provides a Promising Target for Antiviral Therapy.,False,False
PMC6996132,Cell Reports,2020,hnRNPDL Phase Separation Is Regulated by Alternative Splicing and Disease-Causing Mutations Accelerate Its Aggregation.,True,True
PMC7001764,Cell Reports,2020,Structural Insights into the Unique Activation Mechanisms of a Non-classical Calpain and Its Disease-Causing Variants.,False,False
PMC6988114,Cell Reports,2020,Modulation of Coordinated Activity across Cortical Layers by Plasticity of Inhibitory Synapses.,True,True
PMC7024586,Cell Reports,2020,p53 Integrates Temporal WDR5 Inputs during Neuroectoderm and Mesoderm Differentiation of Mouse Embryonic Stem Cells.,True,True
PMC11075117,Cell Reports,2020,Niemann-Pick C1 Heterogeneity of Bat Cells Controls Filovirus Tropism.,False,False
PMC7049099,Cell Reports,2020,Structure of the Vesicular Stomatitis Virus L Protein in Complex with Its Phosphoprotein Cofactor.,True,True
PMC7577012,Cell Reports,2020,The CD38/NAD/SIRTUIN1/EZH2 Axis Mitigates Cytotoxic CD8 T Cell Function and Identifies Patients with SLE Prone to Infections.,False,False
PMC6963783,Cell Reports,2020,Cancer-Specific Loss of p53 Leads to a Modulation of Myeloid and T Cell Responses.,True,True
PMC6963786,Cell Reports,2020,Neuroinflammation-Associated Aspecific Manipulation of Mouse Predator Fear by Toxoplasma gondii.,True,True
PMC7029423,Cell Reports,2020,Hyaluronan Degradation by Cemip Regulates Host Defense against Staphylococcus aureus Skin Infection.,False,False
PMC6990401,Cell Reports,2020,Immunological Fingerprints of Controllers Developing Neutralizing HIV-1 Antibodies.,True,True
PMC7069250,Cell Reports,2020,The ARK Assay Is a Sensitive and Versatile Method for the Global Detection of DNA-Protein Crosslinks.,True,True
PMC6996020,Cell Reports,2020,Altered Hippocampal-Prefrontal Neural Dynamics in Mouse Models of Down Syndrome.,True,True
PMC7891556,Cell Reports,2020,"Memory B Cell Activation, Broad Anti-influenza Antibodies, and Bystander Activation Revealed by Single-Cell Transcriptomics.",False,False
PMC6988126,Cell Reports,2020,Cohesin Disrupts Polycomb-Dependent Chromosome Interactions in Embryonic Stem Cells.,True,True
PMC7010319,Cell Reports,2020,Vesicle Shrinking and Enlargement Play Opposing Roles in the Release of Exocytotic Contents.,False,False
PMC7032562,Cell Reports,2020,Dual RNA-Seq of Mtb-Infected Macrophages In Vivo Reveals Ontologically Distinct Host-Pathogen Interactions.,False,False
PMC7004491,Cell Reports,2020,Modest Declines in Proteome Quality Impair Hematopoietic Stem Cell Self-Renewal.,False,False
PMC6980831,Cell Reports,2020,TACC3 Regulates Microtubule Plus-End Dynamics and Cargo Transport in Interphase Cells.,False,False
PMC7011182,Cell Reports,2020,Differential Coupling of Adult-Born Granule Cells to Parvalbumin and Somatostatin Interneurons.,True,True
PMC7029615,Cell Reports,2020,CD4&lt;sup&gt;+&lt;/sup&gt; T Follicular Helper Cells in Human Tonsils and Blood Are Clonally Convergent but Divergent from Non-Tfh CD4&lt;sup&gt;+&lt;/sup&gt; Cells.,True,True
PMC7357864,Cell Reports,2020,EGFR Signaling Stimulates Autophagy to Regulate Stem Cell Maintenance and Lipid Homeostasis in the Drosophila Testis.,False,False
PMC6996002,Cell Reports,2020,Chronic Viral Infection Promotes Efficient Germinal Center B Cell Responses.,True,True
PMC7021530,Cell Reports,2020,Inactivation Kinetics and Mechanical Gating of Piezo1 Ion Channels Depend on Subdomains within the Cap.,False,False
PMC7021448,Cell Reports,2020,A Mouse Homolog of a Human TP53 Germline Mutation Reveals a Lipolytic Activity of p53.,True,True
PMC7183097,Cell Reports,2020,Constitutive Interferon Attenuates RIPK1/3-Mediated Cytokine Translation.,True,True
PMC9022217,Cell Reports,2020,Large 1p36 Deletions Affecting Arid1a Locus Facilitate Mycn-Driven Oncogenesis in Neuroblastoma.,True,True
PMC7017907,Cell Reports,2020,"GluN2A NMDA Receptor Enhancement Improves Brain Oscillations, Synchrony, and Cognitive Functions in Dravet Syndrome and Alzheimer's Disease Models.",True,True
PMC6959131,Cell Reports,2020,CaMKII versus DAPK1 Binding to GluN2B in Ischemic Neuronal Cell Death after Resuscitation from Cardiac Arrest.,True,True
PMC6990404,Cell Reports,2020,The Functional Organization of Cortical and Thalamic Inputs onto Five Types of Striatal Neurons Is Determined by Source and Target Cell Identities.,True,True
PMC7059559,Cell Reports,2020,Transcriptional Programming of Human Mechanosensory Neuron Subtypes from Pluripotent Stem Cells.,True,True
PMC6988113,Cell Reports,2020,Human Liver Memory CD8&lt;sup&gt;+&lt;/sup&gt; T Cells Use Autophagy for Tissue Residence.,True,True
PMC6988108,Cell Reports,2020,Follicular Regulatory T Cells Can Access the Germinal Center Independently of CXCR5.,True,True
PMC6963791,Cell Reports,2020,Mouse Ovarian Cancer Models Recapitulate the Human Tumor Microenvironment and Patient Response to Treatment.,True,True
PMC6963774,Cell Reports,2020,Probiotic Bacillus subtilis Protects against α-Synuclein Aggregation in C. elegans.,True,True
PMC6996490,Cell Reports,2020,Functional Regeneration of the Sensory Root via Axonal Invasion.,True,True
PMC7049094,Cell Reports,2020,"TAG-1 Multifunctionality Coordinates Neuronal Migration, Axon Guidance, and Fasciculation.",True,True
PMC7039998,Cell Reports,2020,A Comprehensive Map of the Monocyte-Derived Dendritic Cell Transcriptional Network Engaged upon Innate Sensing of HIV.,False,False
PMC6988115,Cell Reports,2020,Trypanosoma brucei ATR Links DNA Damage Signaling during Antigenic Variation with Regulation of RNA Polymerase I-Transcribed Surface Antigens.,True,True
PMC7341981,Cell Reports,2020,Adaptive Thermogenesis in Mice Is Enhanced by Opsin 3-Dependent Adipocyte Light Sensing.,False,False
PMC6995351,Cell Reports,2020,FOXD3 Regulates VISTA Expression in Melanoma.,True,True
PMC7007963,Cell Reports,2020,Hippocampal Ripple Coordinates Retrosplenial Inhibitory Neurons during Slow-Wave Sleep.,True,True
PMC6994188,Cell Reports,2020,T-bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.,True,True
PMC7214099,Cell Reports,2020,The Cap-Snatching SFTSV Endonuclease Domain Is an Antiviral Target.,False,False
PMC6948154,Cell Reports,2019,Hedgehog Acyltransferase Promotes Uptake of Palmitoyl-CoA across the Endoplasmic Reticulum Membrane.,False,False
PMC6941218,Cell Reports,2019,Teleost IgD<sup>+</sup>IgM<sup>-</sup> B Cells Mount Clonally Expanded and Mildly Mutated Intestinal IgD Responses in the Absence of Lymphoid Follicles.,True,True
PMC6931108,Cell Reports,2019,Dynamic Growth and Shrinkage of the Salmonella-Containing Vacuole Determines the Intracellular Pathogen Niche.,True,True
PMC6939378,Cell Reports,2019,Tissue-Resident Memory T Cells Mediate Immune Homeostasis in the Human Pancreas through the PD-1/PD-L1 Pathway.,True,True
PMC7262670,Cell Reports,2019,Spatial Genome Re-organization between Fetal and Adult Hematopoietic Stem Cells.,False,False
PMC6951814,Cell Reports,2019,Integrated Cross-Species Analysis Identifies a Conserved Transitional Dendritic Cell Population.,False,False
PMC6915325,Cell Reports,2019,Compromised Metabolic Reprogramming Is an Early Indicator of CD8<sup>+</sup> T Cell Dysfunction during Chronic Mycobacterium tuberculosis Infection.,True,True
PMC6927555,Cell Reports,2019,Sphingosine-1-Phosphate Receptor 1 Activity Promotes Tumor Growth by Amplifying VEGF-VEGFR2 Angiogenic Signaling.,True,True
PMC6917043,Cell Reports,2019,Suppression of Ribosomal Pausing by eIF5A Is Necessary to Maintain the Fidelity of Start Codon Selection.,False,False
PMC6927544,Cell Reports,2019,Langerhans Cells Orchestrate the Protective Antiviral Innate Immune Response in the Lymph Node.,False,False
PMC6951797,Cell Reports,2019,Group A Streptococcal S Protein Utilizes Red Blood Cells as Immune Camouflage and Is a Critical Determinant for Immune Evasion.,False,False
PMC7001145,Cell Reports,2019,The Replisome Mediates A-NHEJ Repair of Telomeres Lacking POT1-TPP1 Independently of MRN Function.,False,False
PMC6911814,Cell Reports,2019,Cell-Type-Specific Complement Expression in the Healthy and Diseased Retina.,False,False
PMC6953393,Cell Reports,2019,Identification of Antibodies Targeting the H3N2 Hemagglutinin Receptor Binding Site following Vaccination of Humans.,True,True
PMC6941411,Cell Reports,2019,Dysregulation of RNA Splicing in Tauopathies.,False,False
PMC6941234,Cell Reports,2019,Unifying Long-Term Plasticity Rules for Excitatory Synapses by Modeling Dendrites of Cortical Pyramidal Neurons.,True,True
PMC6946597,Cell Reports,2019,COA6 Is Structurally Tuned to Function as a Thiol-Disulfide Oxidoreductase in Copper Delivery to Mitochondrial Cytochrome c Oxidase.,True,True
PMC6961840,Cell Reports,2019,Splice-Junction-Based Mapping of Alternative Isoforms in the Human Proteome.,True,True
PMC6915324,Cell Reports,2019,Intracellular Mycobacterium tuberculosis Exploits Multiple Host Nitrogen Sources during Growth in Human Macrophages.,True,True
PMC6927560,Cell Reports,2019,Modeling Progressive Fibrosis with Pluripotent Stem Cells Identifies an Anti-fibrotic Small Molecule.,True,True
PMC6938262,Cell Reports,2019,CD36-Mediated Metabolic Rewiring of Breast Cancer Cells Promotes Resistance to HER2-Targeted Therapies.,True,True
PMC6951432,Cell Reports,2019,M1 Intrinsically Photosensitive Retinal Ganglion Cells Integrate Rod and Melanopsin Inputs to Signal in Low Light.,True,True
PMC6913890,Cell Reports,2019,"Identification of Neuronal Lineages in the Drosophila Peripheral Nervous System with a ""Digital"" Multi-spectral Lineage Tracing System.",False,False
PMC6936959,Cell Reports,2019,Overcoming Steric Restrictions of VRC01 HIV-1 Neutralizing Antibodies through Immunization.,False,False
PMC6914228,Cell Reports,2019,Targeted Expansion of Tissue-Resident CD8<sup>+</sup> T Cells to Boost Cellular Immunity in the Skin.,True,True
PMC7499898,Cell Reports,2019,"Comparison of Reproducibility, Accuracy, Sensitivity, and Specificity of miRNA Quantification Platforms.",False,False
PMC7116025,Cell Reports,2019,Preferential Presentation of High-Affinity Immune Complexes in Germinal Centers Can Explain How Passive Immunization Improves the Humoral Response.,True,True
PMC6915767,Cell Reports,2019,Amyloid Beta and Tau Cooperate to Cause Reversible Behavioral and Transcriptional Deficits in a Model of Alzheimer's Disease.,True,True
PMC6927553,Cell Reports,2019,The Ciliary Protein Arl13b Functions Outside of the Primary Cilium in Shh-Mediated Axon Guidance.,False,False
PMC6914223,Cell Reports,2019,Interleukin-27 Is Essential for Type 1 Diabetes Development and Sjögren Syndrome-like Inflammation.,False,False
PMC9012321,Cell Reports,2019,Synaptic Kalirin-7 and Trio Interactomes Reveal a GEF Protein-Dependent Neuroligin-1 Mechanism of Action.,False,False
PMC6940205,Cell Reports,2019,"TNFR2 Signaling Enhances ILC2 Survival, Function, and Induction of Airway Hyperreactivity.",True,True
PMC7010232,Cell Reports,2019,Astrocytes Amplify Neuronal Dendritic Volume Transmission Stimulated by Norepinephrine.,False,False
PMC6931105,Cell Reports,2019,Cellular IP&lt;sub&gt;6&lt;/sub&gt; Levels Limit HIV Production while Viruses that Cannot Efficiently Package IP&lt;sub&gt;6&lt;/sub&gt; Are Attenuated for Infection and Replication.,True,True
PMC7030938,Cell Reports,2019,The Arabidopsis Transcriptome Responds Specifically and Dynamically to High Light Stress.,False,False
PMC7010214,Cell Reports,2019,Viral Fitness Landscapes in Diverse Host Species Reveal Multiple Evolutionary Lines for the NS1 Gene of Influenza A Viruses.,False,False
PMC6996557,Cell Reports,2019,Type-I-IFN-Stimulated Gene TRIM5γ Inhibits HBV Replication by Promoting HBx Degradation.,True,True
PMC6915307,Cell Reports,2019,PAK4 Kinase Activity Plays a Crucial Role in the Podosome Ring of Myeloid Cells.,True,True
PMC7871510,Cell Reports,2019,YAP/TAZ Activation Drives Uveal Melanoma Initiation and Progression.,False,False
PMC6990648,Cell Reports,2019,Intracellular Vesicle Fusion Requires a Membrane-Destabilizing Peptide Located at the Juxtamembrane Region of the v-SNARE.,False,False
PMC6941233,Cell Reports,2019,Antiviral Immune Response as a Trigger of FUS Proteinopathy in Amyotrophic Lateral Sclerosis.,True,True
PMC6941231,Cell Reports,2019,Axonal Odorant Receptors Mediate Axon Targeting.,True,True
PMC6952266,Cell Reports,2019,Targeting of the Dosage-Compensated Male X-Chromosome during Early Drosophila Development.,True,True
PMC6956708,Cell Reports,2019,Stasimon Contributes to the Loss of Sensory Synapses and Motor Neuron Death in a Mouse Model of Spinal Muscular Atrophy.,False,False
PMC6953907,Cell Reports,2019,"RNA Specificity and Autoregulation of DDX17, a Modulator of MicroRNA Biogenesis.",True,True
PMC6980758,Cell Reports,2019,Topologically Associated Domains Delineate Susceptibility to Somatic Hypermutation.,True,True
PMC6915327,Cell Reports,2019,Raptor-Mediated Proteasomal Degradation of Deamidated 4E-BP2 Regulates Postnatal Neuronal Translation and NF-κB Activity.,True,True
PMC6922003,Cell Reports,2019,henn-1/HEN1 Promotes Germline Immortality in Caenorhabditis elegans.,False,False
PMC6934378,Cell Reports,2019,Single-Cell Profiling Defines Transcriptomic Signatures Specific to Tumor-Reactive versus Virus-Responsive CD4&lt;sup&gt;+&lt;/sup&gt; T Cells.,True,True
PMC6939447,Cell Reports,2019,The Oncogenic Kaposi's Sarcoma-Associated Herpesvirus Encodes a Mimic of the Tumor-Suppressive miR-15/16 miRNA Family.,True,True
PMC6941223,Cell Reports,2019,Reconstitution of the Human Nigro-striatal Pathway on-a-Chip Reveals OPA1-Dependent Mitochondrial Defects and Loss of Dopaminergic Synapses.,True,True
PMC6939677,Cell Reports,2019,Human Primordial Germ Cells Are Specified from Lineage-Primed Progenitors.,False,False
PMC6942518,Cell Reports,2019,Molecular Signatures of Dengue Virus-Specific IL-10/IFN-γ Co-producing CD4 T Cells and Their Association with Dengue Disease.,False,False
PMC6941224,Cell Reports,2019,Molecular Basis for Autosomal-Dominant Renal Fanconi Syndrome Caused by HNF4A.,True,True
PMC6956710,Cell Reports,2019,"Integrated Epigenome, Exome, and Transcriptome Analyses Reveal Molecular Subtypes and Homeotic Transformation in Uterine Fibroids.",True,True
PMC6915326,Cell Reports,2019,On-Site Ribosome Remodeling by Locally Synthesized Ribosomal Proteins in Axons.,True,True
PMC7617169,Cell Reports,2019,DeSUMOylase SENP7-Mediated Epithelial Signaling Triggers Intestinal Inflammation via Expansion of Gamma-Delta T Cells.,True,True
PMC6900217,Cell Reports,2019,Muscarinic Modulation of Antennal Lobe GABAergic Local Neurons Shapes Odor Coding and Behavior.,True,True
PMC6937140,Cell Reports,2019,The Classical Complement Pathway Mediates Microglia-Dependent Remodeling of Spinal Motor Circuits during Development and in SMA.,False,False
PMC6899438,Cell Reports,2019,SNX27-Mediated Recycling of Neuroligin-2 Regulates Inhibitory Signaling.,True,True
PMC6884087,Cell Reports,2019,Engineered Chromatin Remodeling Proteins for Precise Nucleosome Positioning.,False,False
PMC6907740,Cell Reports,2019,Gain Modulation by Corticostriatal and Thalamostriatal Input Signals during Reward-Conditioned Behavior.,True,True
PMC6886683,Cell Reports,2019,CREB5 Promotes Resistance to Androgen-Receptor Antagonists and Androgen Deprivation in Prostate Cancer.,True,True
PMC7437815,Cell Reports,2019,Early Hippocampal Sharp-Wave Ripple Deficits Predict Later Learning and Memory Impairments in an Alzheimer's Disease Mouse Model.,False,False
PMC6866671,Cell Reports,2019,Glycosylation of Specific Notch EGF Repeats by O-Fut1 and Fringe Regulates Notch Signaling in Drosophila.,False,False
PMC6856714,Cell Reports,2019,DNA Methylation Directs Polycomb-Dependent 3D Genome Re-organization in Naive Pluripotency.,True,True
PMC6886682,Cell Reports,2019,DUX4-Induced Histone Variants H3.X and H3.Y Mark DUX4 Target Genes for Expression.,True,True
PMC6919330,Cell Reports,2019,Lung Mammary Metastases but Not Primary Tumors Induce Accumulation of Atypical Large Platelets and Their Chemokine Expression.,True,True
PMC7057271,Cell Reports,2019,"Hepatocytes Delete Regulatory T Cells by Enclysis, a CD4<sup>+</sup> T Cell Engulfment Process.",True,True
PMC6925589,Cell Reports,2019,Natural HIV-1 Nef Polymorphisms Impair SERINC5 Downregulation Activity.,True,True
PMC6905433,Cell Reports,2019,Identification and Analyses of Extra-Cranial and Cranial Rhabdoid Tumor Molecular Subgroups Reveal Tumors with Cytotoxic T Cell Infiltration.,False,False
PMC6914268,Cell Reports,2019,Developmental Rewiring between Cerebellar Climbing Fibers and Purkinje Cells Begins with Positive Feedback Synapse Addition.,True,True
PMC6910134,Cell Reports,2019,Parallel Accelerated Evolution in Distant Hibernators Reveals Candidate Cis Elements and Genetic Circuits Regulating Mammalian Obesity.,True,True
PMC6894421,Cell Reports,2019,PD-1 Signaling Promotes Control of Chronic Viral Infection by Restricting Type-I-Interferon-Mediated Tissue Damage.,True,True
PMC6910234,Cell Reports,2019,Cellular Interactome Dynamics during Paclitaxel Treatment.,False,False
PMC6886715,Cell Reports,2019,Intestinal IL-17R Signaling Constrains IL-18-Driven Liver Inflammation by the Regulation of Microbiome-Derived Products.,False,False
PMC6893869,Cell Reports,2019,Arterial Baroreceptors Sense Blood Pressure through Decorated Aortic Claws.,True,True
PMC6905039,Cell Reports,2019,Rapid Germinal Center and Antibody Responses in Non-human Primates after a Single Nanoparticle Vaccine Immunization.,False,False
PMC7057265,Cell Reports,2019,Distinct Polymorphisms in HLA Class I Molecules Govern Their Susceptibility to Peptide Editing by TAPBPR.,True,True
PMC6939994,Cell Reports,2019,Temporal Control of the TGF-β Signaling Network by Mouse ESC MicroRNA Targets of Different Affinities.,False,False
PMC6911170,Cell Reports,2019,Zc3h10 Acts as a Transcription Factor and Is Phosphorylated to Activate the Thermogenic Program.,False,False
PMC6899519,Cell Reports,2019,Fsp1-Mediated Lineage Tracing Fails to Detect the Majority of Disseminating Cells Undergoing EMT.,True,True
PMC6957231,Cell Reports,2019,Defects in Antiviral T Cell Responses Inflicted by Aging-Associated miR-181a Deficiency.,True,True
PMC6902269,Cell Reports,2019,ASL Metabolically Regulates Tyrosine Hydroxylase in the Nucleus Locus Coeruleus.,True,True
PMC6874310,Cell Reports,2019,Chromatin Environment and Cellular Context Specify Compensatory Activity of Paralogous MEF2 Transcription Factors.,True,True
PMC7391006,Cell Reports,2019,"The GTPase Domain of MX2 Interacts with the HIV-1 Capsid, Enabling Its Short Isoform to Moderate Antiviral Restriction.",True,True
PMC6856722,Cell Reports,2019,Single-Cell Transcriptomics Uncovers Zonation of Function in the Mesenchyme during Liver Fibrosis.,True,True
PMC6856723,Cell Reports,2019,Integrated Analyses of Microbiome and Longitudinal Metabolome Data Reveal Microbial-Host Interactions on Sulfur Metabolism in Parkinson's Disease.,True,True
PMC6983270,Cell Reports,2019,DoubletDecon: Deconvoluting Doublets from Single-Cell RNA-Sequencing Data.,False,False
PMC7057258,Cell Reports,2019,Glycogen Dynamics Drives Lipid Droplet Biogenesis during Brown Adipocyte Differentiation.,True,True
PMC6897492,Cell Reports,2019,Trans-omics Impact of Thymoproteasome in Cortical Thymic Epithelial Cells.,True,True
PMC7015177,Cell Reports,2019,Follicular Dendritic Cells Modulate Germinal Center B Cell Diversity through FcγRIIB.,True,True
PMC9119704,Cell Reports,2019,MLL1 Inhibition and Vitamin D Signaling Cooperate to Facilitate the Expanded Pluripotency State.,True,True
PMC6897492,Cell Reports,2019,Trans-omics Impact of Thymoproteasome in Cortical Thymic Epithelial Cells.,True,True
PMC7015177,Cell Reports,2019,Follicular Dendritic Cells Modulate Germinal Center B Cell Diversity through FcγRIIB.,True,True
PMC9119704,Cell Reports,2019,MLL1 Inhibition and Vitamin D Signaling Cooperate to Facilitate the Expanded Pluripotency State.,True,True
PMC6899439,Cell Reports,2019,Characterization of Antigenic MHC-Class-I-Restricted T Cell Epitopes in the Glycoprotein of Ebolavirus.,True,True
PMC6929677,Cell Reports,2019,EPS8 Facilitates Uncoating of Influenza A Virus.,True,True
PMC6857432,Cell Reports,2019,RUNX1-ETO Depletion in t(8;21) AML Leads to C/EBPα- and AP-1-Mediated Alterations in Enhancer-Promoter Interaction.,True,True
PMC6856718,Cell Reports,2019,Sex Differences in the Blood Transcriptome Identify Robust Changes in Immune Cell Proportions with Aging and Influenza Infection.,True,True
PMC6856759,Cell Reports,2019,Aryl Hydrocarbon Receptor Contributes to the Transcriptional Program of IL-10-Producing Regulatory B Cells.,True,True
PMC6856724,Cell Reports,2019,A Functional Link between Nuclear RNA Decay and Transcriptional Control Mediated by the Polycomb Repressive Complex 2.,True,True
PMC6910239,Cell Reports,2019,Anti-CRISPR AcrIIA5 Potently Inhibits All Cas9 Homologs Used for Genome Editing.,False,False
PMC6880934,Cell Reports,2019,Genomic Profiling of Childhood Tumor Patient-Derived Xenograft Models to Enable Rational Clinical Trial Design.,True,True
PMC6981299,Cell Reports,2019,The Splicing Factor hnRNP M Is a Critical Regulator of Innate Immune Gene Expression in Macrophages.,False,False
PMC6866677,Cell Reports,2019,Metformin Improves Mitochondrial Respiratory Activity through Activation of AMPK.,False,False
PMC6899512,Cell Reports,2019,Fibroblastic Reticular Cells Control Conduit Matrix Deposition during Lymph Node Expansion.,True,True
PMC7104050,Cell Reports,2019,PI4KB on Inclusion Bodies Formed by ER Membrane Remodeling Facilitates Replication of Human Parainfluenza Virus Type 3.,True,True
PMC6952742,Cell Reports,2019,Non-Genetic Intra-Tumor Heterogeneity Is a Major Predictor of Phenotypic Heterogeneity and Ongoing Evolutionary Dynamics in Lung Tumors.,True,True
PMC6857435,Cell Reports,2019,Cdc14 and PP2A Phosphatases Cooperate to Shape Phosphoproteome Dynamics during Mitotic Exit.,True,True
PMC6856728,Cell Reports,2019,The Axonal Membrane Protein PRG2 Inhibits PTEN and Directs Growth to Branches.,True,True
PMC6871768,Cell Reports,2019,Insulin Potentiates JAK/STAT Signaling to Broadly Inhibit Flavivirus Replication in Insect Vectors.,False,False
PMC6886713,Cell Reports,2019,NIX-Mediated Mitophagy Promotes Effector Memory Formation in Antigen-Specific CD8<sup>+</sup> T Cells.,True,True
PMC6871770,Cell Reports,2019,Sam68 Enables Metabotropic Glutamate Receptor-Dependent LTD in Distal Dendritic Regions of CA1 Hippocampal Neurons.,True,True
PMC6870917,Cell Reports,2019,An Immunocompetent Mouse Model of HPV16(+) Head and Neck Squamous Cell Carcinoma.,True,True
PMC6905501,Cell Reports,2019,An Excitatory and Epileptogenic Effect of Dentate Gyrus Mossy Cells in a Mouse Model of Epilepsy.,False,False
PMC6904118,Cell Reports,2019,Global Analysis of Enhancer Targets Reveals Convergent Enhancer-Driven Regulatory Modules.,True,True
PMC6886690,Cell Reports,2019,Suppressing Aneuploidy-Associated Phenotypes Improves the Fitness of Trisomy 21 Cells.,True,True
PMC6914265,Cell Reports,2019,Intrinsic Functional Connectivity of the Brain in Adults with a Single Cerebral Hemisphere.,False,False
PMC7382779,Cell Reports,2019,Investigation of Proteomic and Phosphoproteomic Responses to Signaling Network Perturbations Reveals Functional Pathway Organizations in Yeast.,True,True
PMC6889826,Cell Reports,2019,Abnormal Striatal Development Underlies the Early Onset of Behavioral Deficits in Shank3B<sup>-/-</sup> Mice.,False,False
PMC6897316,Cell Reports,2019,Control of Germinal Center Localization and Lineage Stability of Follicular Regulatory T Cells by the Blimp1 Transcription Factor.,False,False
